,name,price,region,power,volume,transmission,wheel_drive
1476,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1477,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1478,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1479,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1480,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1481,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1482,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1483,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1484,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1485,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1486,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1487,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1488,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1489,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1490,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1491,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1492,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1493,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1494,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1495,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1496,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1497,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1498,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1499,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1500,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1501,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1502,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1503,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1504,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1505,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1506,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1507,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1508,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1509,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1510,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1511,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1512,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1513,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1514,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1515,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1516,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1517,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1518,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
1519,  Citroen Berlingo пасс. 2022  ,    21 594 $    ,Черкаси ,92.0,1.6,Механічна,
1520,  Renault Megane 2021  ,    23 244 $    ,Черкаси ,115.0,1.5,Механічна,Передній
1521,  Renault Captur 2021  ,    24 536 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1522,  Renault Express Van 2021  ,    16 797 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1523,  Toyota Land Cruiser 300 2021  ,    90 143 $    ,Полтава ,415.0,3.5,Автомат,Повний
1524,  Toyota Camry 2021  ,    35 673 $    ,Івано-Франківськ ,207.0,2.5,Автомат,Передній
1525,  Nissan Qashqai 2022  ,    28 816 $    ,Одеса ,150.0,1.3,Варіатор,Передній
1526,  Haval Jolion 2021  ,    28 835 $    ,Івано-Франківськ ,143.0,1.5,Автомат,Повний
1527,  Volkswagen T-Roc 2021  ,    26 955 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1528,  Peugeot Partner груз. 2022  ,    21 975 $    ,Вінниця ,100.0,1.5,Механічна,Передній
1529,  Volkswagen T-Roc 2021  ,    29 641 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1530,  Citroen C3 2021  ,    20 703 $    ,Київ ,110.0,1.2,Автомат,Передній
1531,  Infiniti QX50 2021  ,    54 500 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1532,  Citroen C-Elysee 2021  ,    14 478 $    ,Київ ,115.0,1.6,Механічна,Передній
1533,  Peugeot 208 2021  ,    20 737 $    ,Вінниця ,130.0,1.2,Автомат,Передній
1534,  Fiat Tipo 2021  ,    18 261 $    ,Полтава ,110.0,1.6,Автомат,Передній
1535,  Nissan Leaf 2021  ,    29 248 $    ,Одеса ,150.0,,,Передній
1536,  Fiat Tipo 2021  ,    23 488 $    ,Полтава ,110.0,1.6,Автомат,Передній
1537,  Infiniti QX80 2022  ,    72 000 $    ,Хмельницький ,405.0,5.6,Автомат,Повний
1538,  Toyota Land Cruiser 300 2021  ,    91 860 $    ,Кременчук ,415.0,3.5,Автомат,Повний
1539,  Toyota Land Cruiser 300 2021  ,    79 902 $    ,Одеса ,299.0,3.3,Автомат,Повний
1540,  Volkswagen Touareg 2021  ,    83 287 $    ,Івано-Франківськ ,286.0,3.0,Автомат,Повний
1541,  Ford Transit Courier 2021  ,    14 516 $    ,Івано-Франківськ ,100.0,1.0,Механічна,Передній
1542,  Toyota Yaris Cross 2021  ,    28 471 $    ,Полтава ,116.0,1.5,Варіатор,Передній
1543,  Ford Kuga 2021  ,    30 919 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1544,  Suzuki Vitara 2021  ,    19 619 $    ,Запоріжжя ,117.0,1.6,Автомат,Передній
1545,  Mercedes-Benz S-Class 2021  ,    162 506 $    ,Ужгород ,367.0,,Автомат,Повний
1546,  Chery Tiggo 2 2021  ,    11 130 $    ,Київ ,106.0,1.5,Механічна,Передній
1547,  Toyota C-HR 2022  ,    28 686 $    ,Одеса ,122.0,1.8,Варіатор,Передній
1548,  Mercedes-Benz GLE-Class 2021  ,    94 681 $    ,Ужгород ,272.0,,Автомат,Повний
1549,  Mazda CX-5 2021  ,    34 311 $    ,Дніпро (Дніпропетровськ) ,194.0,2.5,Автомат,Повний
1550,  Haval Jolion 2021  ,    26 493 $    ,Луцьк ,143.0,1.5,Автомат,Повний
1551,  Chery Tiggo 4 2021  ,    14 776 $    ,Київ ,116.0,1.5,Механічна,Передній
1552,  Mazda CX-3 2021  ,    21 984 $    ,Дніпро (Дніпропетровськ) ,121.0,2.0,Автомат,Передній
1553,  Jetour X70 2021  ,    17 654 $    ,Київ ,147.0,1.5,Механічна,Передній
1554,  MG ZS 2021  ,    17 424 $    ,Миколаїв ,114.0,1.5,Варіатор,Передній
1555,  Renault Express 2021  ,    18 304 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1556,  Porsche Macan 2022  ,    72 951 $    ,Одеса ,265.0,2.0,Автомат,Повний
1557,  Suzuki SX4 2021  ,    18 258 $    ,Запоріжжя ,117.0,1.6,Механічна,Повний
1558,  Suzuki Ignis 2021  ,    17 112 $    ,Запоріжжя ,83.0,1.2,Варіатор,Передній
1559,  Nissan X-Trail 2021  ,    34 249 $    ,Кропивницький (Кіровоград) ,171.0,2.5,Варіатор,Повний
1560,  MG HS 2021  ,    27 033 $    ,Миколаїв ,228.0,2.0,Автомат,Повний
1561,  Ford Kuga 2020  ,    30 088 $    ,Полтава ,120.0,1.5,Автомат,Передній
1562,  Porsche Cayenne 2021  ,    155 139 $    ,Одеса ,460.0,4.0,Автомат,Повний
1563,  Citroen C-Elysee 2021  ,    13 451 $    ,Черкаси ,115.0,1.6,Механічна,Передній
1564,  Citroen C3 2021  ,    18 663 $    ,Черкаси ,110.0,1.2,Автомат,Передній
1565,  Hyundai Venue 2021  ,    23 584 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1566,  Mitsubishi ASX 2021  ,    26 400 $    ,Чернівці ,150.0,2.0,Варіатор,Повний
1567,  Peugeot 3008 2021  ,    54 796 $    ,Львів ,,1.6,Автомат,Повний
1568,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1569,  Infiniti QX50 2021  ,    53 600 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1570,  Ford Kuga 2021  ,    30 408 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1571,  Ford Kuga 2021  ,    31 901 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
1572,  Volvo XC40 Recharge 2021  ,    55 042 $    ,Вінниця ,408.0,,,Повний
1573,  Hyundai Elantra 2021  ,    26 045 $    ,Запоріжжя ,127.0,1.6,Автомат,Передній
1574,  Ford Kuga 2021  ,    30 553 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1575,  Hyundai Venue 2021  ,    23 584 $    ,Івано-Франківськ ,123.0,1.6,Автомат,Передній
1576,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1577,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1578,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1579,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1580,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1581,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1582,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1583,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1584,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1585,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1586,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1587,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1588,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1589,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1590,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1591,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1592,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1593,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1594,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1595,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1596,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1597,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1598,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1599,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1600,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1601,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1602,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1603,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1604,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1605,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1606,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1607,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1608,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1609,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1610,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1611,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1612,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1613,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1614,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1615,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1616,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1617,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1618,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
1619,  Citroen Berlingo пасс. 2022  ,    21 594 $    ,Черкаси ,92.0,1.6,Механічна,
1620,  Renault Megane 2021  ,    23 244 $    ,Черкаси ,115.0,1.5,Механічна,Передній
1621,  Renault Captur 2021  ,    24 536 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1622,  Renault Express Van 2021  ,    16 797 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1623,  Toyota Land Cruiser 300 2021  ,    90 143 $    ,Полтава ,415.0,3.5,Автомат,Повний
1624,  Toyota Camry 2021  ,    35 673 $    ,Івано-Франківськ ,207.0,2.5,Автомат,Передній
1625,  Nissan Qashqai 2022  ,    28 816 $    ,Одеса ,150.0,1.3,Варіатор,Передній
1626,  Haval Jolion 2021  ,    28 835 $    ,Івано-Франківськ ,143.0,1.5,Автомат,Повний
1627,  Volkswagen T-Roc 2021  ,    26 955 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1628,  Peugeot Partner груз. 2022  ,    21 975 $    ,Вінниця ,100.0,1.5,Механічна,Передній
1629,  Volkswagen T-Roc 2021  ,    29 641 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1630,  Citroen C3 2021  ,    20 703 $    ,Київ ,110.0,1.2,Автомат,Передній
1631,  Infiniti QX50 2021  ,    54 500 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1632,  Citroen C-Elysee 2021  ,    14 478 $    ,Київ ,115.0,1.6,Механічна,Передній
1633,  Peugeot 208 2021  ,    20 737 $    ,Вінниця ,130.0,1.2,Автомат,Передній
1634,  Fiat Tipo 2021  ,    18 261 $    ,Полтава ,110.0,1.6,Автомат,Передній
1635,  Nissan Leaf 2021  ,    29 248 $    ,Одеса ,150.0,,,Передній
1636,  Fiat Tipo 2021  ,    23 488 $    ,Полтава ,110.0,1.6,Автомат,Передній
1637,  Infiniti QX80 2022  ,    72 000 $    ,Хмельницький ,405.0,5.6,Автомат,Повний
1638,  Toyota Land Cruiser 300 2021  ,    91 860 $    ,Кременчук ,415.0,3.5,Автомат,Повний
1639,  Toyota Land Cruiser 300 2021  ,    79 902 $    ,Одеса ,299.0,3.3,Автомат,Повний
1640,  Volkswagen Touareg 2021  ,    83 287 $    ,Івано-Франківськ ,286.0,3.0,Автомат,Повний
1641,  Ford Transit Courier 2021  ,    14 516 $    ,Івано-Франківськ ,100.0,1.0,Механічна,Передній
1642,  Toyota Yaris Cross 2021  ,    28 471 $    ,Полтава ,116.0,1.5,Варіатор,Передній
1643,  Ford Kuga 2021  ,    30 919 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1644,  Suzuki Vitara 2021  ,    19 619 $    ,Запоріжжя ,117.0,1.6,Автомат,Передній
1645,  Mercedes-Benz S-Class 2021  ,    162 506 $    ,Ужгород ,367.0,,Автомат,Повний
1646,  Chery Tiggo 2 2021  ,    11 130 $    ,Київ ,106.0,1.5,Механічна,Передній
1647,  Toyota C-HR 2022  ,    28 686 $    ,Одеса ,122.0,1.8,Варіатор,Передній
1648,  Mercedes-Benz GLE-Class 2021  ,    94 681 $    ,Ужгород ,272.0,,Автомат,Повний
1649,  Mazda CX-5 2021  ,    34 311 $    ,Дніпро (Дніпропетровськ) ,194.0,2.5,Автомат,Повний
1650,  Haval Jolion 2021  ,    26 493 $    ,Луцьк ,143.0,1.5,Автомат,Повний
1651,  Chery Tiggo 4 2021  ,    14 776 $    ,Київ ,116.0,1.5,Механічна,Передній
1652,  Mazda CX-3 2021  ,    21 984 $    ,Дніпро (Дніпропетровськ) ,121.0,2.0,Автомат,Передній
1653,  Jetour X70 2021  ,    17 654 $    ,Київ ,147.0,1.5,Механічна,Передній
1654,  MG ZS 2021  ,    17 424 $    ,Миколаїв ,114.0,1.5,Варіатор,Передній
1655,  Renault Express 2021  ,    18 304 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1656,  Porsche Macan 2022  ,    72 951 $    ,Одеса ,265.0,2.0,Автомат,Повний
1657,  Suzuki SX4 2021  ,    18 258 $    ,Запоріжжя ,117.0,1.6,Механічна,Повний
1658,  Suzuki Ignis 2021  ,    17 112 $    ,Запоріжжя ,83.0,1.2,Варіатор,Передній
1659,  Nissan X-Trail 2021  ,    34 249 $    ,Кропивницький (Кіровоград) ,171.0,2.5,Варіатор,Повний
1660,  MG HS 2021  ,    27 033 $    ,Миколаїв ,228.0,2.0,Автомат,Повний
1661,  Ford Kuga 2020  ,    30 088 $    ,Полтава ,120.0,1.5,Автомат,Передній
1662,  Porsche Cayenne 2021  ,    155 139 $    ,Одеса ,460.0,4.0,Автомат,Повний
1663,  Citroen C-Elysee 2021  ,    13 451 $    ,Черкаси ,115.0,1.6,Механічна,Передній
1664,  Citroen C3 2021  ,    18 663 $    ,Черкаси ,110.0,1.2,Автомат,Передній
1665,  Hyundai Venue 2021  ,    23 584 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1666,  Mitsubishi ASX 2021  ,    26 400 $    ,Чернівці ,150.0,2.0,Варіатор,Повний
1667,  Peugeot 3008 2021  ,    54 796 $    ,Львів ,,1.6,Автомат,Повний
1668,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1669,  Infiniti QX50 2021  ,    53 600 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1670,  Ford Kuga 2021  ,    30 408 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1671,  Ford Kuga 2021  ,    31 901 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
1672,  Volvo XC40 Recharge 2021  ,    55 042 $    ,Вінниця ,408.0,,,Повний
1673,  Hyundai Elantra 2021  ,    26 045 $    ,Запоріжжя ,127.0,1.6,Автомат,Передній
1674,  Ford Kuga 2021  ,    30 553 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1675,  Hyundai Venue 2021  ,    23 584 $    ,Івано-Франківськ ,123.0,1.6,Автомат,Передній
1676,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1677,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1678,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1679,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1680,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1681,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1682,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1683,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1684,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1685,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1686,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1687,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1688,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1689,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1690,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1691,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1692,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1693,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1694,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1695,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1696,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1697,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1698,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1699,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1700,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1701,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1702,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1703,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1704,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1705,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1706,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1707,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1708,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1709,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1710,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1711,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1712,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1713,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1714,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1715,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1716,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1717,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1718,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
1719,  Citroen Berlingo пасс. 2022  ,    21 594 $    ,Черкаси ,92.0,1.6,Механічна,
1720,  Renault Megane 2021  ,    23 244 $    ,Черкаси ,115.0,1.5,Механічна,Передній
1721,  Renault Captur 2021  ,    24 536 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1722,  Renault Express Van 2021  ,    16 797 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1723,  Toyota Land Cruiser 300 2021  ,    90 143 $    ,Полтава ,415.0,3.5,Автомат,Повний
1724,  Toyota Camry 2021  ,    35 673 $    ,Івано-Франківськ ,207.0,2.5,Автомат,Передній
1725,  Nissan Qashqai 2022  ,    28 816 $    ,Одеса ,150.0,1.3,Варіатор,Передній
1726,  Haval Jolion 2021  ,    28 835 $    ,Івано-Франківськ ,143.0,1.5,Автомат,Повний
1727,  Volkswagen T-Roc 2021  ,    26 955 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1728,  Peugeot Partner груз. 2022  ,    21 975 $    ,Вінниця ,100.0,1.5,Механічна,Передній
1729,  Volkswagen T-Roc 2021  ,    29 641 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1730,  Citroen C3 2021  ,    20 703 $    ,Київ ,110.0,1.2,Автомат,Передній
1731,  Infiniti QX50 2021  ,    54 500 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1732,  Citroen C-Elysee 2021  ,    14 478 $    ,Київ ,115.0,1.6,Механічна,Передній
1733,  Peugeot 208 2021  ,    20 737 $    ,Вінниця ,130.0,1.2,Автомат,Передній
1734,  Fiat Tipo 2021  ,    18 261 $    ,Полтава ,110.0,1.6,Автомат,Передній
1735,  Nissan Leaf 2021  ,    29 248 $    ,Одеса ,150.0,,,Передній
1736,  Fiat Tipo 2021  ,    23 488 $    ,Полтава ,110.0,1.6,Автомат,Передній
1737,  Infiniti QX80 2022  ,    72 000 $    ,Хмельницький ,405.0,5.6,Автомат,Повний
