,name,price,region,power,volume,transmission,wheel_drive
282,  Chery Tiggo 2 2021  ,    11 600 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
283,  Nissan Juke 2021  ,    24 346 $    ,Одеса ,114.0,1.0,Роботизована,Передній
284,  Lexus ES 2022  ,    70 018 $    ,Львів ,302.0,,Автомат,Передній
285,  Land Rover Range Rover 2020  ,    112 000 $    ,Київ ,275.0,3.0,Автомат,Повний
286,  Chery Tiggo 2 2021  ,    10 771 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
287,  Citroen C-Elysee 2021  ,    13 928 $    ,Кропивницький (Кіровоград) ,115.0,1.6,Механічна,Передній
288,  Opel Mokka 2021  ,    22 873 $    ,Миколаїв ,130.0,1.2,Автомат,Передній
289,  Skoda Superb 2021  ,    35 562 $    ,Тернопіль ,190.0,2.0,Роботизована,Передній
290,  JAC J7 2021  ,    17 105 $    ,Запоріжжя ,150.0,1.5,Механічна,Передній
291,  Jetour X70 2021  ,    19 900 $    ,Хмельницький ,147.0,1.5,Автомат,Передній
292,  Nissan Juke 2021  ,    19 258 $    ,Тернопіль ,114.0,1.0,Механічна,Передній
293,  Hyundai i30 2021  ,    21 353 $    ,Луцьк ,110.0,1.5,Автомат,Передній
294,  Suzuki Ignis 2021  ,    15 503 $    ,Тернопіль ,83.0,1.2,Варіатор,Передній
295,  Mitsubishi ASX 2021  ,    29 400 $    ,Одеса ,150.0,2.0,Варіатор,Повний
296,  Citroen C3 2022  ,    14 844 $    ,Вінниця ,82.0,1.2,Механічна,Передній
297,  Volkswagen T-Roc 2021  ,    26 462 $    ,Тернопіль ,150.0,1.5,Автомат,Передній
298,  Hyundai Kona 2021  ,    38 146 $    ,Івано-Франківськ ,136.0,39.2,,Передній
299,  Nissan X-Trail 2021  ,    26 966 $    ,Тернопіль ,130.0,1.6,Варіатор,Передній
300,  Nissan Qashqai 2022  ,    33 155 $    ,Хмельницький ,150.0,1.3,Варіатор,Повний
301,  Nissan Qashqai 2021  ,    33 443 $    ,Тернопіль ,150.0,1.3,Варіатор,Передній
302,  Ford Kuga 2021  ,    32 666 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
303,  Haval Jolion 2021  ,    25 699 $    ,Луцьк ,143.0,1.5,Автомат,Передній
304,  Peugeot 301 2021  ,    16 600 $    ,Одеса ,115.0,1.6,Механічна,Передній
305,  Nissan X-Trail 2021  ,    26 498 $    ,Київ ,130.0,1.6,Варіатор,Передній
306,  Peugeot 3008 2021  ,    56 935 $    ,Львів ,,1.6,Автомат,Повний
307,  Volkswagen Arteon Shooting Brake 2021  ,    50 789 $    ,Житомир ,200.0,2.0,Автомат,Повний
308,  Jetour X70 2021  ,    19 093 $    ,Хмельницький ,147.0,1.5,Автомат,Передній
309,  Haval H6 2021  ,    32 543 $    ,Луцьк ,204.0,2.0,Роботизована,Повний
310,  Chevrolet Spark 2021  ,    10 802 $    ,Черкаси ,85.0,1.25,Автомат,Передній
311,  Nissan Juke 2021  ,    23 040 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
312,  Nissan X-Trail 2021  ,    26 966 $    ,Кропивницький (Кіровоград) ,130.0,1.6,Варіатор,Передній
313,  Haval Jolion 2021  ,    26 812 $    ,Дніпро (Дніпропетровськ) ,143.0,1.5,Автомат,Передній
314,  Ford Tourneo Custom 2022  ,    47 012 $    ,Миколаїв ,130.0,2.0,Автомат,Передній
315,  Nissan Juke 2021  ,    24 590 $    ,Тернопіль ,114.0,1.0,Роботизована,Передній
316,  Haval H6 2021  ,    26 720 $    ,Запоріжжя ,204.0,2.0,Роботизована,Передній
317,  Hyundai Ioniq Electric 2021  ,    34 231 $    ,Луцьк ,136.0,38.3,Варіатор,Передній
318,  Chery Tiggo 4 2021  ,    14 299 $    ,Хмельницький ,113.0,1.5,Механічна,Передній
319,  MG ZS 2021  ,    15 926 $    ,Миколаїв ,114.0,1.5,Механічна,Передній
320,  Hyundai Tucson 2021  ,    42 126 $    ,Луцьк ,230.0,1.6,Автомат,Повний
321,  Jetour X70 2021  ,    20 400 $    ,Хмельницький ,147.0,1.5,Автомат,Передній
322,  Mitsubishi Pajero Sport 2021  ,    47 200 $    ,Одеса ,181.0,2.4,Автомат,Повний
323,  Jaguar F-Pace 2021  ,    71 237 $    ,Київ ,250.0,2.0,Автомат,Повний
324,  Volkswagen T-Cross 2021  ,    24 389 $    ,Тернопіль ,115.0,1.0,Автомат,Передній
325,  Nissan Leaf 2021  ,    31 066 $    ,Івано-Франківськ ,150.0,,,Передній
326,  Nissan X-Trail 2021  ,    29 235 $    ,Тернопіль ,130.0,1.6,Варіатор,Передній
327,  MG HS 2021  ,    29 115 $    ,Полтава ,228.0,2.0,Автомат,Повний
328,  JAC J7 2021  ,    17 105 $    ,Івано-Франківськ ,150.0,1.5,Механічна,Передній
329,  Ford Kuga 2021  ,    33 185 $    ,Полтава ,182.0,1.5,Автомат,Повний
330,  Suzuki Vitara 2021  ,    15 658 $    ,Тернопіль ,117.0,1.6,Механічна,Передній
331,  JAC JS2 2021  ,    12 102 $    ,Запоріжжя ,111.0,1.5,Механічна,Передній
332,  JAC JS2 2021  ,    15 055 $    ,Івано-Франківськ ,111.0,1.5,Механічна,Передній
333,  Haval H6 2021  ,    32 543 $    ,Запоріжжя ,204.0,2.0,Роботизована,Повний
334,  JAC JS2 2021  ,    15 055 $    ,Луцьк ,111.0,1.5,Механічна,Передній
335,  Audi e-tron 2021  ,    96 859 $    ,Дніпро (Дніпропетровськ) ,408.0,,Варіатор,Повний
336,  Hyundai Ioniq 2021  ,    29 381 $    ,Дніпро (Дніпропетровськ) ,136.0,38.3,Варіатор,Передній
337,  JAC J7 2021  ,    17 105 $    ,Луцьк ,150.0,1.5,Механічна,Передній
338,  Haval H6 2021  ,    26 725 $    ,Миколаїв ,204.0,2.0,Роботизована,Повний
339,  Nissan X-Trail 2021  ,    29 235 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
340,  Nissan Juke 2021  ,    20 679 $    ,Тернопіль ,114.0,1.0,Роботизована,Передній
341,  Skoda Karoq 2022  ,    28 871 $    ,Кропивницький (Кіровоград) ,150.0,1.4,Автомат,Передній
342,  Ford Kuga 2021  ,    35 562 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Повний
343,  MG ZS 2021  ,    18 760 $    ,Полтава ,114.0,1.5,Варіатор,Передній
344,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
345,  Nissan Juke 2022  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
346,  JAC J7 2021  ,    17 105 $    ,Луцьк ,150.0,1.5,Механічна,Передній
347,  Haval Jolion 2021  ,    28 835 $    ,Дніпро (Дніпропетровськ) ,143.0,1.5,Автомат,Повний
348,  Citroen C-Elysee 2021  ,    14 946 $    ,Львів ,115.0,1.6,Автомат,Передній
349,  Nissan X-Trail 2021  ,    26 498 $    ,Одеса ,130.0,1.6,Варіатор,Передній
350,  Peugeot 301 2022  ,    19 600 $    ,Одеса ,92.0,1.6,Механічна,Передній
351,  Nissan X-Trail 2021  ,    26 966 $    ,Тернопіль ,130.0,1.6,Варіатор,Передній
352,  Nissan Juke 2022  ,    23 801 $    ,Київ ,114.0,1.0,Роботизована,Передній
353,  Peugeot 208 2021  ,    20 928 $    ,Львів ,130.0,1.2,Автомат,Передній
354,  Audi Q3 Sportback 2022  ,    45 659 $    ,Дніпро (Дніпропетровськ) ,150.0,,Автомат,Повний
355,  Kia Sportage 2022  ,    34 623 $    ,Миколаїв ,156.0,2.0,Автомат,Повний
356,  Haval H6 2021  ,    29 403 $    ,Дніпро (Дніпропетровськ) ,204.0,2.0,Роботизована,Повний
357,  Ford Kuga 2021  ,    30 537 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
358,  Land Rover Range Rover Velar 2021  ,    82 674 $    ,Київ ,204.0,2.0,Автомат,Повний
359,  Jetour X70 2021  ,    17 549 $    ,Хмельницький ,147.0,1.5,Механічна,Передній
360,  Haval Jolion 2021  ,    16 868 $    ,Дніпро (Дніпропетровськ) ,143.0,1.5,Механічна,Передній
361,  FAW X80 2021  ,    11 864 $    ,Черкаси ,147.0,2.0,Механічна,Передній
362,  Citroen C4 2021  ,    18 892 $    ,Львів ,100.0,1.2,Механічна,Передній
363,  Citroen C3 2022  ,    13 361 $    ,Черкаси ,82.0,1.2,Механічна,Передній
364,  Audi e-tron Sportback 2021  ,    91 926 $    ,Дніпро (Дніпропетровськ) ,408.0,,Автомат,Повний
365,  Volkswagen Golf 2021  ,    36 600 $    ,Житомир ,150.0,1.4,Автомат,Передній
366,  Nissan Juke 2021  ,    19 808 $    ,Черкаси ,114.0,1.0,Механічна,Передній
367,  Nissan X-Trail 2021  ,    26 966 $    ,Тернопіль ,130.0,1.6,Варіатор,Передній
368,  Audi e-tron Sportback 2021  ,    90 861 $    ,Дніпро (Дніпропетровськ) ,408.0,,Автомат,Повний
369,  Subaru Forester 2021  ,    41 102 $    ,Одеса ,184.0,2.5,Варіатор,Повний
370,  Skoda Scala 2022  ,    21 139 $    ,Івано-Франківськ ,150.0,1.5,Механічна,Передній
371,  Hyundai Kona 2021  ,    30 108 $    ,Івано-Франківськ ,177.0,1.6,Автомат,Передній
372,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
373,  Haval Jolion 2021  ,    26 493 $    ,Запоріжжя ,143.0,1.5,Автомат,Повний
374,  Ford Kuga 2021  ,    30 465 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
375,  Audi RS6 2021  ,    170 716 $    ,Дніпро (Дніпропетровськ) ,600.0,4.0,Автомат,Повний
376,  Nissan Qashqai 2021  ,    27 470 $    ,Кропивницький (Кіровоград) ,150.0,1.3,Варіатор,Передній
377,  Jaguar F-Pace 2021  ,    71 237 $    ,Київ ,250.0,2.0,Автомат,Повний
378,  Peugeot 2008 2020  ,    21 500 $    ,Одеса ,130.0,1.2,Автомат,Передній
379,  Jetour X70 2021  ,    19 900 $    ,Хмельницький ,147.0,1.5,Автомат,Передній
380,  Citroen C5 Aircross 2021  ,    35 046 $    ,Вінниця ,180.0,2.0,Автомат,Передній
381,  Nissan Juke 2021  ,    24 473 $    ,Тернопіль ,114.0,1.0,Роботизована,Передній
382,  Land Rover Range Rover Sport 2022  ,    124 306 $    ,Київ ,306.0,3.0,Автомат,Повний
383,  Jetour X70 2022  ,    20 400 $    ,Хмельницький ,147.0,1.5,Автомат,Передній
384,  Volkswagen T-Cross 2021  ,    21 730 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
385,  Mercedes-Benz GLE-Class 2021  ,    126 000 $    ,Київ ,435.0,,Автомат,Повний
386,  Nissan X-Trail 2021  ,    26 988 $    ,Івано-Франківськ ,130.0,1.6,Варіатор,Передній
387,  Nissan X-Trail 2021  ,    33 736 $    ,Київ ,171.0,2.5,Варіатор,Повний
388,  Peugeot 301 2021  ,    15 227 $    ,Запоріжжя ,115.0,1.6,Механічна,Передній
389,  Nissan Juke 2021  ,    20 298 $    ,Одеса ,114.0,1.0,Роботизована,Передній
390,  JAC S4 2021  ,    19 238 $    ,Запоріжжя ,147.0,1.5,Механічна,Передній
391,  Lexus NX 2021  ,    61 807 $    ,Львів ,238.0,,Автомат,Повний
392,  JAC J7 2021  ,    17 105 $    ,Запоріжжя ,150.0,1.5,Механічна,Передній
393,  Mitsubishi L 200 2021  ,    35 000 $    ,Одеса ,154.0,2.4,Механічна,Повний
394,  Volkswagen T-Roc 2021  ,    28 064 $    ,Хмельницький ,150.0,1.5,Автомат,Передній
395,  JAC S2 2020  ,    12 380 $    ,Луцьк ,113.0,1.5,Механічна,Передній
396,  Nissan Juke 2021  ,    24 029 $    ,Одеса ,114.0,1.0,Роботизована,Передній
397,  Ford Puma 2022  ,    28 468 $    ,Кропивницький (Кіровоград) ,125.0,1.0,Автомат,Передній
398,  Acura ILX 2020  ,    40 000 $    ,Вінниця ,201.0,2.4,Автомат,Передній
399,  JAC JS2 2021  ,    15 055 $    ,Луцьк ,111.0,1.5,Механічна,Передній
400,  Peugeot 2008 2022  ,    23 020 $    ,Кропивницький (Кіровоград) ,130.0,1.2,Автомат,Передній
401,  Lexus RX 2021  ,    105 416 $    ,Львів ,313.0,,Варіатор,Повний
402,  Hyundai Ioniq Electric 2021  ,    36 769 $    ,Львів ,136.0,38.3,Варіатор,Передній
403,  Peugeot 508 2021  ,    37 916 $    ,Львів ,215.0,1.6,Автомат,Передній
404,  Skoda Superb 2022  ,    39 293 $    ,Івано-Франківськ ,190.0,2.0,Роботизована,Передній
405,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
406,  Land Rover Range Rover Velar 2021  ,    84 223 $    ,Київ ,204.0,2.0,Автомат,Повний
407,  Mercedes-Benz GLS-Class 2021  ,    130 000 $    ,Київ ,330.0,,Автомат,Повний
408,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
409,  Mitsubishi Eclipse Cross 2021  ,    33 300 $    ,Одеса ,150.0,1.5,Варіатор,Повний
410,  Audi Q5 Sportback 2021  ,    68 354 $    ,Дніпро (Дніпропетровськ) ,204.0,,Автомат,Повний
411,  Hyundai Ioniq Electric 2021  ,    36 769 $    ,Івано-Франківськ ,136.0,38.3,Варіатор,Передній
412,  Chevrolet Nexia 2021  ,    11 773 $    ,Черкаси ,106.0,1.5,Автомат,Передній
413,  Haval Jolion 2021  ,    22 086 $    ,Миколаїв ,143.0,1.5,Автомат,Передній
414,  Peugeot 301 2021  ,    14 809 $    ,Львів ,115.0,1.6,Механічна,Передній
415,  Skoda Karoq 2022  ,    25 379 $    ,Івано-Франківськ ,150.0,1.4,Автомат,Передній
416,  Land Rover Range Rover Sport 2021  ,    122 464 $    ,Київ ,400.0,3.0,Автомат,Повний
417,  JAC J7 2021  ,    19 219 $    ,Запоріжжя ,150.0,1.5,Варіатор,Передній
418,  Peugeot 508 2021  ,    39 057 $    ,Львів ,180.0,2.0,Автомат,Передній
419,  Hyundai Santa FE 2021  ,    51 164 $    ,Луцьк ,180.0,2.5,Автомат,Повний
420,  Volkswagen T-Cross 2021  ,    23 383 $    ,Житомир ,115.0,1.0,Автомат,Передній
421,  JAC T8 2021  ,    31 049 $    ,Запоріжжя ,139.0,2.0,Механічна,Повний
422,  Haval H6 2021  ,    30 748 $    ,Івано-Франківськ ,204.0,2.0,Роботизована,Передній
423,  Nissan X-Trail 2021  ,    26 988 $    ,Івано-Франківськ ,130.0,1.6,Варіатор,Передній
424,  Skoda Octavia 2022  ,    30 176 $    ,Івано-Франківськ ,150.0,1.4,Автомат,Передній
